id,x,y,label,category,group,blipId,link
port_1,-458.29,-2750.87,,port,work,147,/docs/start-work/port
postop_warehouse_1,1182.47,-3280.96,1,postop_warehouse,work,335,/docs/special-work/courier
postop_warehouse_2,-1088.39,-2053.05,2,postop_warehouse,work,335,/docs/special-work/courier
postop_warehouse_3,184.73,6382.52,3,postop_warehouse,work,335,/docs/special-work/courier
construction_1,142.58,-368.52,,construction,work,291,/docs/start-work/construction
taxi_park_1,906.71,-170.76,1,taxi_park,work,93,/docs/lic-work/taxi
taxi_park_2,-1524.98,-402.39,2,taxi_park,work,93,/docs/lic-work/taxi
taxi_park_3,1944.62,3764.16,3,taxi_park,work,93,/docs/lic-work/taxi
farm_1,2318.04,4893.5,,farm,work,30,/docs/start-work/farm
mine_1,2947.16,2746.02,,mine,work,266,/docs/start-work/mine
contraband_1,1645.68,4843.92,1,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_2,2589.81,4678.58,2,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_3,470.95,3551.98,3,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_4,2984.05,3483.82,4,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_5,2544.33,2591.54,5,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_6,198.74,2447.3,6,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_7,-448.16,-2188.07,7,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_8,1622.36,-2378.45,8,contraband,contraband,253,/docs/crime-factions/smuggling
contraband_9,2819.67,-741.79,9,contraband,contraband,253,/docs/crime-factions/smuggling
